Title,Company,Location,Employment Type,Seniority Level,Industry,Job Functions,Description
Business Analyst,Capco,"Toronto, ON",Full-time,Mid-Senior level,Financial Services,Marketing Public Relations Writing/Editing,"Business Analyst 

Capco – The Future. Now.

Capco is a distinctly and positively different place to work. Much more than consultants, we are active participants in the global financial services industry. Our passionate business and technology professionals enjoy a unique environment where they are actively encouraged to apply intellect, innovation, experience and teamwork. We are dedicated to fully supporting our world class clients as they respond to challenges and opportunities in: Banking, Capital Markets, Finance Risk & Compliance, Insurance, and Wealth and Investment Management. Experience Capco for yourself at capco.com

Let’s Talk About You

You want to Own Your Career. You’re serious about rising as far and as fast as your work and achievements can take you. And you’re ready to write the next chapter of your career story: a challenging and rewarding role as a Capco Business Analyst. 

Let’s Get Down To Business

We are looking for Business Analyst with a focus on join our Digital Engineering team. This is a chance to join one of the fastest growing and exciting consultancies, with an opportunity to grow with the company as it expands. 

Responsibilities

Establish collaborative relationships with external and internal stakeholders.
Working closely with clients to define and optimize their roadmap
Gather accurate requirements and create user stories
Strategically and creatively think about how the consumer experience should work; translating a vision to processes and requirements
Shaping and executing complex digital transformations

Show Us What You’ve Got

It will be very useful if you have some or all of the following skills and experience:
4+ years Business Analysis experience
Wealth Management experience is nice to have
Ability to detail and specify features into user stories and use cases
Ability to run sessions with stakeholders to get requirements
Experience with Jira and Confluence
Agile methodology experience
Contact Center and IVR experience (nice to have)
ChatBOTs (nice to have)
Workforce management tools (nice to have)
 Professional experience is important. But it’s paramount you share our belief in disruptive innovation that puts clients ahead in a tough market. From Day One, your key skill will be to perceive new and better ways of doing things to give your clients an unfair advantage.
Now Take the Next Step 
If you’re looking forward to progressing your career with us, then we’re looking forward to receiving your application.
Capco is well known for its thought leadership and client-centric model that distinguishes it from other consulting firms. Capco’s strong technology and digital knowledge base, it’s global experience of the Financial Service enables us to deliver projects from strategy through to delivery. We are committed to providing new areas of expertise from which our clients will greatly benefit.

We have:

Access to industry-focused talent globally
Ability to leverage best-of-breed, innovative products and solutions for complex architecture and large-scale transformation
Extended global geographic market reach
Ability to capitalize on our client footprint and deep domain expertise within financial services

For more information about Capco, visit www.Capco.com.

Capco is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, marital status, genetic information, national origin, disability, veteran status, and other protected characteristics.
"
Analytics Developer - Data Strategy and Operations,Enercare Inc.,"Toronto, ON",Full-time,Mid-Senior level,Consumer Services Oil & Energy Utilities,Analyst Information Technology,"Posted by
Maher Siddiqui
HR Business Partner at Enercare Inc.
Send InMail
Role: Analytics Developer, Data Strategy & Operations
Reports to: Senior Manager, Data Strategy & Operations 
Status: Full-time, Regular
Division: Enercare Home and Commercial Services
Location: Birchmount (Markham) 
 Reporting to Senior Manager, Data Strategy & Operations, you will play a key role in a highly visible team within the organization to advance our business as we execute our data strategy.  This is a great opportunity for an individual with a passion for using data to drive insights, presenting key learnings and delivering transformational outcomes to our business. 

You are an inquisitive and intellectually curious individual with advanced analytics experience, excellent communications skills, good business acumen and effective change leadership.  With an agile-mindset, you are obsessed with data quality, pragmatic algorithms, as well as enjoy learning our business and operations with a go-and-see approach.
 Accountabilities:
Identify and translate data into descriptive or predictive models with actionable insights by performing data cleansing and feature selection effectively as well as developing algorithm with optimized computational cost
Conduct performance tuning of SSIS, ML data models and other data products refresh as appropriate
Develop A/B testing framework and test model quality
Create and maintain interactive data visualization through data interpretation and analyses, integrating various reporting components from multiple data sources
Build scenario simulation and other data visualization tools to inform business and operational decision-making processes
Monitor performance of released data products of the team and ensure their timely refresh and re-training as appropriate
Ensure data products and codes released by the team all have completed and up-to-date documentations available to internal stakeholders
Support and enhance of existing reports and dashboards based on evolving business needs
Support ad-hoc analyses with decision-grade quality
Prepare compelling, meaningful and memorable messaging and presentations to address business questions (both written and verbal)
Have an open mind and a knack to collaborate effectively across internal and external partners to further capitalize on data assets
Handle ambiguity and apply first principles with structured approaches to solving problems
Apply design- and system-thinking concepts with an agile mindset to create and deploy incremental, viable data products by leveraging tools available in-house and in the open-source ecosystems

Qualifications:
Bachelor degree with exceptional academic standing, and/or master degree(s) in an analytical discipline such as: mathematics, applied science and engineering, physics, computer science, management analytics, data science
2+ years of practical experience in ETL/ELT and database programming
2+ years in Cloud services platform (e.g, Azure, AWS)
2+ years in VBA, SQL, Python
Experience in modeling and analysis including machine learning, statistical analysis, operations research, management science and data mining
Experience in problem solving and analytical skills to develop creative, unique and pragmatic approaches and solutions to address complex problems
Proven analytical and quantitative skills to use hard data and metrics to back up assumptions, develop business cases, and complete root cause analyses
Technology experience in one or more of the following: Python, R, MATLAB, OLAP cube analysis and development in Microsoft SSAS; Microsoft SSIS, Oracle; Data visualization tools such as MS SSRS, Tableau, Power BI
Business domain knowledge in one or more of the following: Sales and Marketing; Call Center Operations; Billing and Collections; Field, Accounting and Finance
Interest in staying current on emerging trends in software development, RPA and advanced analytics
Experience in API design and development is a plus
Experience cleaning, transforming and visualizing large data sets working with various data formats such as unstructured logs, XML, JSON, flat files, audio, image is a plus
Experience in SFDC (Salesforce), Click/MS Dynamics, and/or Azure Board/JIRA is a plus
Excellent oral and written communications skills
"
"Data Analyst, Supply Chain (Replenishment)",KalTire,,Full-time,Entry level,Retail Mining & Metals Automotive,Information Technology,"Description

Kal Tire is the largest independently owned tire dealer in Canada with over 250 locations. Our business philosophy centers on exceeding our customers’ expectations and relies on our entrepreneurial team members to provide exceptional customer service.

The Data Analyst, Supply Chain (Replenishment) supports the build-out and evolution of the Supply Chain Reporting and Analytics solution(s) for use by the Supply Chain team. The Supply Chain Analyst will work closely with the Replenishment Team, Product Management and the Warehousing and Transportation group to model, visualize and present core business metrics which increase the operational efficiency and profitability. In addition, the Supply Chain Analyst will support the replenishment buying team for creating, submitting and managing purchase orders for products from our suppliers. They will build positive relationships with suppliers in the best interests of the company and will positively contribute and help manage category sales and profitability.

Core Responsibilities

Supply Chain Analytics
Gather, document and validate business requirements from internal stakeholders
Develop and support key metrics and KPIs for tracking the performance of the Supply Chain group
Coordinate and participate in implementation of changes, enhancements and upgrades
Coordinate and participate in testing and quality assurance activities
Capture and publish meta data in support of self-service data discovery and analysis
Build prototype data models, metrics and visualizations
Coordinating external project delivery with internal project dependencies and timelines
Provide technical support including incident response, troubleshooting, root cause analysis and resolution for the Supply Chain group
Augmentation and evolution of existing metrics, models and visualizations
Understand, monitor and escalate data quality issues
Inventory Management, Replenishment and Procurement of Product
Work with Stores and Inventory Management team to determine product needs and timeline requirements
Review catalogs, industry periodicals, directories, trade journals and the internet, and consult with team members to locate necessary products
Prepare and administer purchase orders and review requisitions for products
Issue Resolution
Confer with the VOC, internal clients, and vendors to discuss defective or unacceptable goods or services and determine corrective action
Identify, research, and resolve problems relating to purchasing issues
Purchasing Administration
Maintain created Purchase Orders by completing, modifying or cancelling when applicable
Review purchase order ETA’s and follow up with suppliers when shipments are delayed or information is inaccurate
Store Sales Support
Develop and share product knowledge with internal customers and stakeholders
Review backorders regularly and create action plans to fulfill demand and provide accurate ETA’s
Communication
Develop and maintain collaborative work relationships with purchasing team members and other internal stakeholders
Work Experience
3-5 years’ experience as a Data Analyst supporting advance reporting and analytics solutions or similar in a medium to large organization
Database administration exposure or participation
Knowledge, Skills And Abilities
Command of the English language, both oral and written
Experience with Azure Data Platform including Data Lake, Data Warehouse, Analysis Services and Power BI
Practical knowledge of SQL and DAX languages
Advanced level knowledge of Excel, Word and PowerPoint.
Experience with relational databases such as SQL Server and Oracle in an enterprise environment
Experience building interactive visualizations, dashboards and interactive reports
Awareness of dimensional data modeling concepts and techniques
Ability to clearly tell a story with modern BI tools
Able to manage time effectively and with minimal general direction of the Manager, Replenishment
Must be able to manage and prioritize multiple assignments simultaneously and have strong organizational skills
Excellent interpersonal skills with demonstrated ability to build productive, sustainable, and collaborative working relationships with clients, management and peers
Able to work effectively with small to mid-sized vendors
EDUCATION
Degree in Computer Science or relevant field, or equivalent combination of education and experience
Special Requirements
Occasional evening and weekend work required
Negotiable Requirements
Exposure to the tire industry or a similar highly customer-service driven environment
R and/or Python and SQL skills preferable
Knowledge of Kal Tire’s KINS material management system
"
Senior Data Analyst,Bond Brand Loyalty,,Full-time,Associate,Marketing & Advertising,Analyst,"A typical day in this role might include:

Collaborating with clients to develop data driven solutions for adhoc problems
Drawing actionable insights by combining multiple data sources
Developing and executing Python and SQL queries for automated reporting of business metrics and KPIs providing meaningful insights to the clients
Contributing to various phases of campaign management, from pre-analytics to list generation and post measurement
Developing Machine Learning models like forecasting, segmentation, attrition etc to help clients draw out their marketing strategies
Supporting the development and delivery of marketing initiatives, strategic analysis and program reviews for current clients and analyzing program performance and make ongoing enhancement recommendations that result in improved performance and incremental revenue for clients
 Do these statements describe you?

When I work on a project, big or small, I’m driven by two words: Own it
I’m big into asking questions and am always looking for new ways to grow
Bachelor Degree in STEM, Business or Marketing
3+ years of experience analyzing data and developing dashboards
Highly proficient with Python, SQL, Excel, Powerpoint - Required
Knowledge of Spark, R, Microsoft PowerBI and Azure Data Platform - Preferred
Demonstrated experience with Google Analytics
Excellent written, oral and presentation skills
Demonstrated experience presenting quality work
The ability to work collaboratively in a team environment
The ability to manage multiple projects and work under tight deadlines.
Why Join Us?

We’re 400(ish) people working tirelessly together to make the world a more loyal place. You’ll be joining a hyper-talented team with a galaxy of skill sets ranging from research to creative to digital and beyond.

"
Data Analyst - Instrument Tracking System,University Health Network,,Full-time,Entry level,"Non-profit Organization Management Health, Wellness & Fitness Hospital & Health Care",Information Technology,"# Data Analyst - Instrument Tracking System - Toronto, Ontario

Job Posting #876405

Position

Data Analyst Instrument Tracking System

Site: University Health Network

Department: Medical Device Reprocessing

Reports to: Manager, Medical Device Reprocessing

Salary Range: $47,986 to $59,982 per annum

Status: Permanent Full Time

University Health Network (UHN) is looking for an experienced professional to fill the key role of Data Analyst - Instrument Tracking System in our Medical Device Reprocessing Department.

The Energy of the City. The Rewards of a Great Career.

The University Health Network, where ""above all else the needs of patients come first"", encompasses Toronto General Hospital, Toronto Western Hospital, Princess Margaret Cancer Centre, Toronto Rehabilitation Institute and the Michener Institute of Education at UHN. The breadth of research, the complexity of the cases treated, and the magnitude of its educational enterprise has made UHN a national and international resource for patient care, research and education. With a long tradition of groundbreaking firsts and a purpose of ""Transforming lives and communities through excellence in care, discovery and learning"", the University Health Network (UHN), Canada's largest research teaching hospital, brings together over 16,000 employees, more than 1,200 physicians, 8,000+ students, and many volunteers. UHN is a caring, creative place where amazing people are amazing the world. Find out about our purpose, values and principles here.

The Medical Device Reprocessing Department (MDRD) has invested in an digital program (currently Haldor) that is responsible for the tracking of all instrumentation, both clinical and surgical, within UHN. Ultimately the tracking of these instruments should result in the link between patients care and individual instrument utilization. The MDRD data analyst is ultimately responsible for the maintenance of the database, report running and stakeholder collaboration and providing education/training as it relates to maintaining the instrument tracking system.

Responsibilities
Monitors and ensures that all program data elements are inputted into the UHN Instrument Tracking System Database (e.g. Access) in a timely manner.
Performs analysis, interpretation and reporting of information to support program and management decision-making, including: monthly reporting of indicators and completing requests and/or special projects assigned.
Interact with MDRD Leadership, OR Leadership, Instrument Coordinator as required.
Work closely with Instrument Coordinator to understand MDRD workflow and gather business requirements.
Coordinates necessary data flow with collaborators from within UHN.
Communicating data limitations/issues to the appropriate stakeholders and tracks issues in database for the data quality function.
Educate staff where needed. Create educational materials, pictures, etc. where appropriate to assist with system utilization
Demonstrates knowledge of Data Management and Quality Standards.
Qualifications
At minimum, a completion of a 2 year community college program (1 year MDRD plus Office Administration) or recognized equivalent required.
At minimum, 2-3 years of practical and related experience.
Certification in Medical Device Reprocessing by a recognized college institution.
If you are interested in making your contribution at UHN, please apply on-line. You will be asked to copy and paste as well as attach your resume and covering letter. You will also be required to complete some initial screening questions.

Posted Date: May 6, 2021 Closing Date: Until filled

UHN thanks all applicants, however, only those selected for an interview will be contacted.

UHN is a respectful, caring, and inclusive workplace. We are committed to championing accessibility, diversity and equal opportunity. Requests for accommodation can be made at any stage of the recruitment process providing the applicant has met the Bona-fide requirements for the open position. Applicants need to make their requirements known when contacted.
"
Business Analyst,Cognizant,"Toronto, ON",Full-time,Associate,Information Technology & Services Management Consulting,Research Analyst Information Technology,"Skills Required
Minimum 4+ years experience as a business analyst or similar role in a technical field
Experience working in a technology environment with focus on SaaS delivery model
Experience working with an ERP products or other complex systems


Responsibilities
Lead one or more Agile dev teams to define, design, prioritize feature work on the core product
Gather, design and document requirements and use cases suitable for the agile development cycle
Prepare and deliver presentations on product functionality for customer demonstrations and for internal and external training needs.
Investigate product issues to determine whether a change to core product is required, provide effective communication to customers and stakeholders.
Become the foremost expert on the product modules under your area of responsibility
Research and identify opportunities for integration and partnerships with third party vendors.
Participate and lead strategic initiatives on adoption of Infor technology stack
Drive initiatives to improve and elevate your product on small and large scale basis
Collaborate with other product teams and departments to meet established roadmap objectives
Manage customer interactions, participate in lead adopter program as a subject matter expert


Employee Status : Full Time Employee

Shift : Day Job

Travel : No

Job Posting : Jun 02 2021

About Cognizant

Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 194 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @Cognizant.
"
"Data Engineer, Co-Op",LoyaltyOne,,Full-time,Associate,Marketing & Advertising Information Technology & Services Computer Software,Information Technology,"It's fun to work in a company where people truly BELIEVE in what they're doing!

Data Engineer, Co-Op

The AIR MILES Rewards Program has earned the trust and support of more than two-thirds of Canadian households. For over two decades, we have helped our Partners use Canada’s most widely accepted loyalty currency, AIR MILES® reward miles, to influence customer behavior, drive profitability, and build long-term relationships.

Benefits And Perks At AIR MILES
COVID-19 Work-from-Home safety response
Recognized as Canada’s Top Employer
Extensive Learning and Development Tools and Programs
Flexible Work Arrangements
Wellness Resources
Volunteer Paid Time Off Program
Welcome Gift
Meet & Greet with President Blair Cameron
Virtual Events: Paint Night, Escape Rooms, Cooking Classes & more!
There’s a reason we’re recognized as one of the best places to work year after year: We give you more than a place to work, we give you a place to grow your career. That’s what sets us apart.

What Will You Work On?

As part of the Data Hub team at AIR MILES, you will be helping us expand and optimize our data assets and data pipeline architecture. As a member of the team , you will be building data flows, transformations and visualization using best in class technology that will be used to create insights that will improve the data-driven decision making process for our partners.

How Will You Create Impact?
Participate in planning and solution discussions
Apply business & technical skills to deliver data products that automate and improve operational efficiency
Work collaboratively with internal & external business partners to understand business needs to deliver data transformations & impactful BI / reporting solutions
Advancing product innovation and capabilities

Let’s Talk About You
Working towards degree in Statistics, Economics, Computer Science, Engineering or a related quantitative discipline
Solid understanding of SQL, MS Excel, SAS, and BI or Data Mining tools. Knowledge of Spark and/or Python is a bonus.
Data analysis skills such as profiling, cleansing, modeling, reporting
AWS or other cloud platforms
Understanding of Agile Methodologies
Meet The Recruiter

Donna Harrison, Talent Acquisition Consultant

https://www.linkedin.com/in/donna-harrison-she-her-49337597/

Diversity, Equity and Inclusion

AIR MILES is for everyone. We are committed to embedding inclusion in the way we work and the services we offer. We believe that inclusion is not only a strength but a competitive advantage for AIR MILES and we focus on building a culture of inclusion that enables us to perform, innovate and be ourselves.

In your application, please feel free to advise if you require reasonable accommodation for the interview process. We welcome you to note which pronouns you use (for example: she/her/hers, he/him/his, they/them/theirs, etc). Please know interviews are currently being conducted remotely, via phone or video call. We look forward to ‘virtually’ meeting you!

Meet our Employee Resource Groups (ERGs)

AIR MILES is home to many Employee Resource Groups that represent different identities and interests of our Associates. Learn more about them below.

Pride at AIR MILES (PAL): PAL (Pride at LoyaltyOne) is focused on promoting diversity through a safe and inclusive working environment for all Associates, regardless of sexual orientation, gender identity, or gender expression.

Women’s Leadership Initiative (WLI): The Women’s Leadership Initiative, is a grassroots initiative at AIR MILES. Our mission is to champion the growth and empowerment of women at AIR MILES.

The Sustainables: This is an employee resource group dedicated to empowering Associates to make a difference in their own lives around the environment and climate change action.

Toastmasters: Toastmasters International teaches communication and leadership skills through a worldwide network of clubs.

Our COVID-19 Response

The well-being of our Associates is our top priority. Since March 2020, we made the decision to ask all Associates to work from home until further notice. Everyone is set up with the tools and resources required to stay connected and make work-from-home routines more comfortable. We continue to follow the guidance of the provinces, municipalities & public health agencies that we operate in as well as consider the safety, health and interests of our Associates, as we make decisions about reopening our office locations.

Check us out – AIR MILES, a LoyaltyOne Company on StackOverflow | LinkedIn | Glassdoor | Facebook |

Twitter | Instagram LoyaltyOne Culture | Instagram AIR MILES

About AIR MILES

Today, there are more ways than ever to engage shoppers. At AIR MILES, we believe that understanding the people behind the purchase is key to winning their hearts – and their wallets. For over two decades and from more than fifty locations around the globe, we have paired expertise in shopper behavior with advanced analytics to uncover the data-driven insights that drive successful loyalty, marketing and merchandising solutions. At AIR MILES, we know that in coming together we are at our strongest – and that together we can help shape the future for our clients, their shoppers and our communities. AIR MILES is an Alliance Data company. For more information, visit www.loyalty.com

About ADS

Alliance Data® (NYSE: ADS) is a leading global provider of data-driven marketing and loyalty solutions serving large, consumer-based industries. The Company creates and deploys customized solutions, enhancing the critical customer marketing experience; the result is measurably changing consumer behavior while driving business growth and profitability for some of today's most recognizable brands. Alliance Data helps its clients create and increase customer loyalty through solutions that engage millions of customers each day across multiple touch points using traditional, digital, mobile and emerging technologies. An S&P 500 and Fortune 500 company headquartered in Plano, Texas, Alliance Data consists of three businesses that together employ more than 16,000 associates at approximately 100 locations worldwide. For more information, visit www.alliancedata.com

Alliance Data is an Equal Employment Opportunity employer. Accordingly, we will make reasonable accommodations to respond to the needs of people with disabilities in accordance with legislation.

Alliance Data participates in E-Verify.

General

Job Type

Temporary
"
Senior Analyst,Canadian Tire Corporation,"Ontario, Canada",Full-time,Associate,Retail,Business Development Sales,"Sr. Analyst, Information Solutions

Embracing and driving change is critical to our success. The complexity and rate at which the retail industry is transforming has increased exponentially in recent years and we are committed to being a leader in the industry. As such we are relentlessly focused on innovating at every level of our business, investing in new technologies and products, and doubling down on the best talent to drive the company forward. It is an especially exciting time to join the Canadian Tire Family of Companies.

We are looking for a results-driven data savvy individual as Sr Analyst. In this role you will be challenged to understand the details of these business operations and their related data as part of our Business Intelligence and Data team. You are also required to build relationships with other teams such as Financial Planning & Analysis, Merchandising , Store Operations, Ecommerce and Supply chain which will be a key part of this role.

Good technical skills along with sound business acumen, and curiosity will allow you to succeed in this role.

What You’ll Do
Work with various Business teams to understand and gather requirements such that it aligns with Business objectives thereby helping teams to make better data decisions.
Understand the subtleties of our operational data and ensure that all teams can rely on accurate data to reach meaningful conclusions.
Use your business acumen to better understand metrics used in our analysis and reporting to enhance how we access and use data within the organization.
Propose sound approaches to interpret data to the Business team which would enable the teams to easily work with and communicate complex ideas.
Support the testing activities with the Business teams to meet data accuracy standards set by the organization. Work with appropriate teams to resolve issues identified.
Apply and espouse the principles of good design with respect to databases, programs, and reports in order to simplify ongoing supporting and enhance sustainability.
Who You Are

We are looking for high performing individuals who are:
Creative thinkers who take initiative and drive results for our customers
Problem solvers with the ability to analyze and prioritize to meet business objectives
Collaborative team players with superior influencing skills, who build relationships easily across various stakeholder groups to move initiatives forward
Available for some travel within Canada if required for projects
If you’re curious, ready to take on new challenges and open to doing things differently to help us evolve rapidly, then Canadian Tire is the place to be.

What You’ve Done
University degree (Business, Analytics or computer science related).
Strong business acumen
Experience with SQL, programming, and business intelligence software
Have a strong knowledge or hands-on experience of database and programming good design principles
Have a curious mind and passion for investigating our data and related business processes to become a Subject Matter Expert
Experience with mapping, defining, and managing business processes
Strong analytical and communication skills are expected.
Ability to work in a fast-paced environment that’s highly collaborative and ambitious.
Understanding of financial reporting principles and business reporting is important to effective performance in role.
Must have advanced proficiency with Microsoft Excel and PowerPoint. Knowledge of Access is an asset.
Power Pivot, Power BI & Data Lake experience are considered assets. Experience in SnowFlake is nice to have.
Why us

Canadian Tire is one of Canada’s most iconic and diversified companies. Our culture and values uphold our pledge to sustainable practices, and commitment to our local communities through Jumpstart cannot be beat.

To learn more about this team and the Canadian Tire Family of Companies follow us on LinkedIn.

Canadian Tire is an equal opportunity employer. We are committed to a diverse and inclusive workplace for all. We recognize that our future success depends on the perspectives and contributions of all our employees -- their diverse backgrounds, abilities and experiences make our business stronger. If you are contacted for a job opportunity, please advise us of any accommodations needed to ensure fair and equitable access throughout the recruitment and selection process. All accommodation information provided will be treated as confidential and used only for the purpose of providing an accessible candidate experience.

Ontario-Toronto

Permanent

Full-time

Job Posting

Jun 2, 2021, 11:56:55 AM

"
Business Analyst - CRM,Ubisoft,"Montreal, QC",Full-time,Entry level,Information Technology & Services Internet Staffing & Recruiting,Research Analyst Information Technology,"Company Description

Creating the unknown since 1997. At Ubisoft Montreal, we’re united by a common goal: to enrich players’ lives with original and memorable gaming experiences. We develop iconic franchises that engage millions around the world, like Assassin’s Creed, Far Cry, For Honor, Rainbow Six, Watch Dogs – and, well, we can’t disclose all our secrets just yet.

Our biggest strength is – and always will be – our people: the immensely talented team members surrounding, supporting, and producing the high-quality games that have made our studio what it is today.

When you join Ubi MTL, you’ll discover a workplace that sparks inspiration and connection: an environment with a variety of voices, identities, backgrounds, experiences, and perspectives. We offer a collaborative space that provides career advancement, a host of learning opportunities, and meaningful benefits centred on well-being.

Here, our shared desire to dream big, take risks, and constantly improve contributes to the innovation and boundary-pushing that ultimately leads to our collective success.

Job Description

You will join the Customer and Marketing Solutions department as a Business Analyst to strengthen the team responsible for CRM - Marketing Automation tools including Salesforce Marketing Cloud and internal solutions. The CRM team is split between Paris, Montreal, Bucharest and San Francisco and works in Agile mode.

You will be the link between the business and technical teams to transform business needs into effective and sustainable solutions. You will have to create a strong proximity with our business lines such as Operational Marketing, Strategic Marketing, Web and others. You will also have to build close links with different IT teams such as the Data or BI team.

This also implies testing solutions, validating them, documenting them and presenting them to stakeholders.

In This Capacity, Your Main Missions Will Be To
Analyze and investigate the needs of business teams;
Lead or participate in workshops to gather requirements;
Translate business needs into technical and functional specifications;
Validate specifications with developers and architects;
Develop and apply test cases to ensure the proper functioning of data flows;
Perform SQL queries to extract data;
Participate in project documentation and knowledge sharing with users;
Participate in user support.
Qualifications

Skills

Required
Good knowledge of the various Salesforce Marketing cloud modules;
Ability to analyze and translate a business need into functional specifications - thoroughness and attention to detail;
Good communication skills, and ability to collaborate with business partners;
Good command of SQL in query creation and data extraction;
Comfortable with data manipulation and audience creation;
Bilingualism in French and English is required in both spoken and written form.
Additional Information

Just a heads up: If you require a work permit, your eligibility may depend on your education and years of relevant work experience, as required by the government.

Skills

and competencies show up in different forms and can be based on different experiences, that's why we strongly encourage you to apply even though you may not have all the requirements listed above.

At Ubisoft, you can come as you are. We embrace diversity in all its forms. We’re committed to fostering a work environment that is inclusive and respectful of all differences.
"
"Data Engineer, Data Science",Numerator,"Toronto, ON",Full-time,Entry level,Information Technology & Services Market Research Information Services,Information Technology,"Job Description

Numerator is looking for a Data Engineer, Data Science to help us drive decision-making, find bigger opportunities and work with our established and rapidly evolving platforms. In this position, you will be responsible for taking on new initiatives to automate, enhance, maintain, and scale services in a rapidly-scaling environment.

As a Data Engineer, Data Science at Numerator, you will help our team deliver data products, analytics, and models quickly and independently. The role is cross-functional by nature and is responsible for developing resilient data pipelines and infrastructure for evaluating and deploying data science models.

The ideal candidate should be experienced with processing large quantities of data, building algorithms alongside software engineers, data warehouse and/or service architecture and using declarative infrastructure and Kubernetes.

You will have a broad impact and exposure across Numerator as you help build out and expand our technology platforms across several software products. This is a fast-paced role with high growth, visibility, impact, and where many of the decisions for new projects will be driven by you and your team from inception through production.

What you get to do!
Work cross-functionally with Product, Data Science, and Engineering teams to build and/or improve data products
Deliver complex, end-to-end projects involving heavy data and statistical modeling (e.g. sampling, segmentation, classification, predictive modeling, etc.)
Lead the design and development of pipelines and services integrating Data Science models into customer-facing products
What You Bring

Skills

& Requirements
3+ years designing data warehouses and building data pipelines. or, in a data intensive engineering role
Proficiency in one major programming language (preferably Python) and SQL
Experience with data modeling, ETL design and tooling (especially Airflow), and transforming data to meet business goals
Familiarity with the process of Machine Learning or Statistical Model Development
Experience designing (or architecting) and deploying production solutions to the cloud with AWS, Azure or GCP
Autonomy, versatility, intellectual curiosity, and ability to thrive in a fast-paced organization
Extra, Nice to Haves
Experience with developing, deploying and maintaining back-end services, including (but not limited to) applied ML frameworks and applications (e.g. SciKit Learn, TensorFlow, etc.)
Experience building tools to manage machine learning/statistical model deployment and monitor their performance
Experience with declarative infrastructure (e.g. Terraform) and Kubernetes (EKS)
Experience creating integrations, managing user permissions and optimizing queries in Snowflake
Experience working with marketing insights, shopping data or in the retail industry
What We Offer You
More data than you could imagine to play with!
Data that matters and that is shaping the impact of billion dollar brands.
Brillant, motivated and passionate colleagues with whom to spend your time.
An inclusive and collaborative company culture- we work in an open environment while working together to get things done, and adapt to the changing needs as they come.
Market competitive total compensation package.
Volunteer time off and charitable donation matching.
Regular hackathons to build your own projects and work with people across the entire company
Strong support for career growth, including mentorship programs, leadership training, access to conferences and employee resource groups.
Great benefits package including health/vision/dental, exceptional maternity leave coverage, unlimited PTO, flexible schedule, 401K/RRSPs matching and much more.
If this sounds like something you would like to be part of, we’d love for you to apply! Don't worry if you think that you don't meet all the qualifications here. The tools, technology, and methodologies we use are constantly changing and we value talent and interest over specific experience.

While this position can be remote, Numerator is only able to hire in many, but not all, states and provinces. In certain cases, if you are not located in a specific area where Numerator is able to hire, you may not be eligible for employment.

We are an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by the law.
"
Data Analyst Intern,Enverus,"Calgary, AB",Internship,Internship,Information Technology & Services Computer Software Financial Services,Information Technology,"Description

Why YOU want this position

Enverus is a leading provider of energy analytics, trading & risk, and business automation solutions. We deliver business-critical insights to the global energy industry through a state-of-the-art SaaS platform built on industry-leading data and energy analytics. Our solutions deliver value across the entire energy value chain, empowering customers to be more agile, efficient, and competitive. The range of energy industry participants we serve includes exploration and production (E&P) companies and related businesses such as oilfield services, midstream, capital markets, power generators and utilities, energy traders, and downstream commercial & industrial energy consumers.

We are currently seeking a highly driven Data Analyst Intern to join our Data Product team in Calgary, AB, assisting with managing directional survey data quality and optimizing technical workflows. This role offers the opportunity to join a rapidly growing company delivering industry-leading solutions to customers in the world’s most dynamic and fastest-growing sector.

The successful candidate will be able to join from June 2021 until May 2022. Please indicate your current/graduated GPA in your resume/cover letter when applying.

Performance Objectives
Manage directional survey quality assurance processes and procedures
Train contractors on directional survey review processes and assign work based on product priorities
Maintain, review and distribute quality and pace statistics
Review contractor questions, comments and concerns sent via email and provide timely responses
Continuously optimize technical directional survey workflows
Test and monitor OCR technology solutions used for extracting and manipulating unstructured data and provide feedback to the development team
Maintain technical directional survey documentation
Over time become proficient in understanding the nature of directional survey data
Competitive Candidate Profile
Pursuing a University degree in STEM (science, technology, engineering and mathematics) or recently graduated
High degree of self-motivation and a strong work ethic
Excellent time management, organizational and analytical skills
Able to execute on complex and inexplicit project requirements
Able to extract, review and manipulate data with strong attention to detail
Able to identify areas of improvement and implement optimized solutions
Excellent communication skills and eager to collaborate with multidisciplinary teams
Proficiency with related software tools including JIRA, Excel, PowerPoint etc. and ability to quickly learn new tools and applications
Python experience is an asset, not mandatory"
