Title,Company,Location,Employment Type,Seniority Level,Industry,Job Functions,Description
Data Analyst,Atlas Healthcare Partners,"Phoenix, AZ",Full-time,Entry level,Insurance Medical Practice Hospital & Health Care,Information Technology,"Position Summary

The Atlas Data Analyst interprets data and turns it into information which can offer ways to improve a business, thus affecting business decisions. Data Analysts gather information from various sources and interpret patterns and trends - as such a Data Analyst job description should highlight the analytical nature of the role. Once data has been gathered and interpreted, the Data Analyst will report back what has been found in a comprehensive study to the wider business/relevant colleagues.

Essential Functions
The Atlas Data Analyst will work with key persons across various departments in the company to identify data needs, gather requirements for reporting, and then collaborate with them to design, build, and test the reporting process for functional analysis. The role will also provide troubleshooting and training to end users for accessing and utilizing reports.
The Data Analyst will have a strong role in the process of cataloging and categorizing the organizations data and making sure that dependencies between data layers are understood and documented. Communication of a common data model for the entire organization will be important to the integrity of data results between departments at Atlas.
The Data Analyst will need strong enterprise business skills to identify and interpret the needs of various departments, including supply chain, clinical quality, revenue cycle, compliance, sales, development, managed services, finance, and accounting.
The Data Analyst will need to act as an intermediary between business leaders seeking efficiency and optimization solutions and the complexities of a modern, cloud-based data warehouse infrastructure. The Data Analyst will need strong communication and presentation skills to organize, prioritize, and present data solutions to company leadership.
The Data Analyst will help establish critical metrics and KPIs to gauge effectiveness of business decisions and deliver actionable insights to relevant decision makers.
The Data Analyst will provide support for day-to-day operations of the enterprise data warehouse, maintaining appropriate documentation and tracking systems while following escalation and change control procedures.
They will support standardization of documentation and the integration of standards and industry best practices.
The Data Analyst will work closely with the IT Engineering team to support the Azure Business Intelligence platform, including interfaces, permission models, information security models, and secure data flow structures.
Minimum Qualifications

Must possess a strong knowledge of business and data analytics as normally obtained through the completion of a bachelor’s degree in business administration and/or data analytics and/or data science. Must have demonstrated ability to develop and maintain effective business relationships both internally and externally. Requires excellent written and verbal communication skills as well as planning, organizational and conceptual skills. Strong working knowledge and proficiency in problem resolution and training techniques, data extract, transformation and training tools, data categorization and tagging, data warehouse workflow design and troubleshooting, Power BI and/or Tableau or similar data tools, SQL query language, Python scripting, and data connector experience. Demonstrated ability to categorize and catalog data in unstructured data formats. Should be able to create dashboards and reports that align with defined departmental business needs.

Preferred Qualifications

Master’s degree in Data Analytics and/or data science post graduate degree is preferred. Strong working knowledge and experience with TimeExtender/Discovery Hub, data design experience in Microsoft Azure, Microsoft Data Factory ETL, Microsoft Azure cloud services, and Microsoft security model.

Atlas Healthcare Partners is an outpatient surgery center development and management company headquartered in Phoenix, Arizona. We currently operate fourteen ambulatory surgery centers throughout the Phoenix metropolitan area, Tucson and Northern Colorado areas.

Our mission is to provide exceptional care and outstanding customer service to every patient, every physician, every time.

Atlas Healthcare Partners offers professional growth opportunities, and a safe supportive, and inclusive work environment with excellent salary and benefits. The bedrock of our model is Culture and we focus here first. Through great leadership and employee engagement we continue to build and maintain a strong culture that delivers on our mission.
"
Data Analyst,MassMutual,"Boston, MA",,,,,"Since 1851, MassMutual’s commitment has always been to help people protect their families, support their communities, and help one another. This is why we want to inspire people to Live Mutual.

We’re people helping people.

A career at MassMutual means you will work alongside exceptional people and be empowered to reach your professional and personal goals.

Our employees are the foundation of what makes MassMutual a strong, stable and ethical business. We seek and value unique and varied perspectives and experiences because we believe we are stronger when all voices are heard. We invite you to bring your bright, innovative ideas to MassMutual as we continue to help millions of Americans rely on each other.

Together, we’re stronger.

Description

At MassMutual, we’re passionate about helping millions of people find financial freedom and this passion has driven our approach to developing meaningful experiences for our customers. The Data Engineering team, part of MassMutual’s Enterprise Technology and Experience organization, is comprised of highly skilled, collaborative, problem solvers who are motivated to create innovative solutions that exceed the changing needs of our customers and move MassMutual – and the industry – forward.

To continue our cutting-edge work, we are hiring a Senior Data Analyst to join our team.

What great looks like in this role

Our ideal Senior Data Analyst candidate is proficient in data management and has a strong analytical capability. You’ll use your skills to provide subject matter expertise and complete in-depth data analysis, which contribute to the strategic efforts of the team. You’re also detail-oriented and adaptable. The team culture of working collaboratively, cross-functionally, using new technologies combined with the work/life balance provided by MassMutual are core reasons people enjoy working on the Data Engineering team at MassMutual.

Objectives of the role
Participate with various teams to define data requirements, review test cases and process change requests.
Provide subject matter expertise on the data needs for project deliveries, scope, acceptance, installation and deployment.
Daily and monthly responsibilities
Review and coordinate with business application teams on data delivery requirements.
Develop estimation and proposed delivery schedules in coordination with development team.
Develop sourcing and data delivery designs.
Review data model, metadata and delivery criteria for solution.
Review and coordinate with team on test criteria and performance of testing.
Contribute to the design, development and completion of project deliverables.
Complete in-depth data analysis and contribution to strategic efforts
Complete understanding of how we manage data with focus on improvement of how data is sourced and managed across multiple business areas.
Basic Qualifications
Bachelor’s degree.
8+ years of data analysis working with business data initiatives.
Expert knowledge of Structured Query Language (SQL) and use in data access and analysis.
Proficient in data management including data analytical capability.
Excellent verbal and written communications and high attention to detail.
Presentation skills in demonstrating system design and data analysis solutions.
Preferred Qualifications
Master’s degree in computer science or engineering.
Experience with Python.
Familiar with agile project delivery process.
Ability to manage diverse projects impacting multiple roles and processes.
Candidate should be able to troubleshoot problem areas and identify data gaps and issues.
Ability to adapt to fast changing environment.
Basic knowledge of database technologies (Vertica, Redshift, etc.).
Experience designing and implementing automated ETL processes.
Strong organizational skills and ability to effectively prioritize multiple tasks.
MassMutual is an Equal Employment Opportunity employer Minority/Female/Sexual Orientation/Gender Identity/Individual with Disability/Protected Veteran. We welcome all persons to apply. Note: Veterans are welcome to apply, regardless of their discharge status."
Principal Data Analyst,Capital One,"Richmond, VA",,,,,"Locations: VA - Richmond, United States of America, Richmond, Virginia

Principal Data Analyst

At Capital One, data is at the center of everything we do. When we launched as a startup we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 200 company and a leader in the world of data-driven decision-making.

As a Data Analyst at Capital One you will leverage analytic and technical skills to innovate, build, and maintain well-managed data solutions and capabilities to tackle business problems.

On any given day you will be challenged on three types of work – Innovation, Business Intelligence and Data Management:

Innovation
Use Open Source/Digital technologies to mine complex, voluminous, and different varieties of data sources and platforms
Build well-managed data solutions, tools, and capabilities to enable self-service frameworks for data consumers
Demonstrate ability to explore and quickly grasp new technologies to progress varied initiatives
Business Intelligence
Partner with the business to provide consultancy and translate the business needs to design and develop tools, techniques, metrics, and dashboards for insights and data visualization
Drive analysis that provides meaningful insights on business strategies
Data Management
Drive an understanding and adherence to the principles of data quality management including metadata, lineage, and business definitions
Work collaboratively with appropriate Tech teams to manage security mechanisms and data access governance
Build and execute tools to monitor and report on data quality
Our Ideal Candidate Will Have
Degree specialized in a Science, Technology, Engineering, Mathematics discipline
Scripting experience in (Python, R, Spark, and SQL)
Strong desire and experience with data in various forms (data warehouses/SQL, unstructured data)
Experience utilizing and developing within AWS services
Basic Qualifications
Bachelor’s Degree plus 3 years of Data Analytics experience or a Masters’ degree
At least 3 years of experience in at least one scripting language
At least 1 year of experience utilizing a business intelligence visualization tool
At least 3 years of experience in querying and analyzing and working with data languages and platforms
Preferred Qualifications
Master’s Degree in a Science, Technology, Engineering, Mathematics discipline
At least 4 years of experience coding in Python, R, Spark, or SQL
At least 4 years of experience working within process management and improvement methodologies – Agile, Lean, Six Sigma, etc.
At least 2 years of experience utilizing and developing within AWS services
At least 2 years of experience delivering Data Governance and Data Quality Management concepts and practices within the financial services industry
Capital One will consider sponsoring a new qualified applicant for employment authorization for this position.

Job Category - Strategy, Analytics, Sponsored, Company Builders, Product Innovators"
Energy Data Analyst,Guidehouse,"Washington, DC",,,,,"Overview
Guidehouse is a leading management consulting firm serving the public and commercial markets. We guide our clients forward towards new futures that build trust in society and your professional skills along the journey. Join us at Guidehouse.
Responsibilities
We seek a candidate to join our analytics team supporting Guidehouse’s Energy, Sustainability, and Infrastructure group. As a member of our team you will work with utilities and energy providers to create sustainable, resilient communities and infrastructure. You will have the opportunity to perform a wide range of analytics-related activities including evaluating decarbonization, electrification, energy efficiency, load management, renewables, EVs, and energy storage programs. You will be responsible for leading analytics projects from end-to-end, from scoping through to successful delivery including the development and execution of the analytical approach, and development and management of teams, budgets, and schedules. The successful candidate will have industry experience in energy, utilities, analytics, and program evaluation.
Qualifications
Four to eight years of experience with evaluation or research projects in the energy industry
Industry experience with utilities, energy efficiency, demand response, program evaluation
Demonstrated experience managing projects, clients, teams and individuals
Master’s (or Bachelor’s with significant work experience) in Data Science, Economics, Statistics, Applied Mathematics, or other analytics fields 
Understanding of one or several programming languages, such as R (and R’s “Tidyverse” packages), Python, SQL
Outstanding problem-solving skills and critical thinking
Demonstrated proficiency with spreadsheets, databases, word processing, and slide presentation software
Excellent verbal and written communication skills; ability to simply convey complex concepts
Highly developed organizational and time-management skills
High degree of self-confidence and determination; ability to self-teach
Ability to work independently and as part of a team
Ability to provide guidance, coaching, training
Desired: 
Academic background and/or practical experience in big data analysis
Experience with web-based data viewers (PowerBI, Shiny R, and/or Spotfire) 
 Additional Requirements
The successful candidate must not be subject to employment restrictions from a former employer (such as a non-compete) that would prevent the candidate from performing the job responsibilities as described.
Disclaimer
About Guidehouse
Guidehouse is an Equal Employment Opportunity / Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, national origin, ancestry, citizenship status, military status, protected veteran status, religion, creed, physical or mental disability, medical condition, marital status, sex, sexual orientation, gender, gender identity or expression, age, genetic information, or any other basis protected by law, ordinance, or regulation.
 Guidehouse will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of applicable law or ordinance including the Fair Chance Ordinance of Los Angeles and San Francisco.
 If you have visited our website for information about employment opportunities, or to apply for a position, and you require an accommodation, please contact Guidehouse Recruiting at 1-571-633-1711 or via email at RecruitingAccommodation@guidehouse.com. All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodation.
 Guidehouse does not accept unsolicited resumes through or from search firms or staffing agencies. All unsolicited resumes will be considered the property of Guidehouse and Guidehouse will not be obligated to pay a placement fee.
 Rewards and Benefits
Guidehouse offers a comprehensive, total rewards package that includes competitive compensation and a flexible benefits package that reflects our commitment to creating a diverse and supportive workplace.
 Benefits include:
Medical, Rx, Dental & Vision Insurance
Personal and Family Sick Time & Company Paid Holidays
Position may be eligible for a discretionary variable incentive bonus
Parental Leave and Adoption Assistance
401(k) Retirement Plan
Basic Life & Supplemental Life
Health Savings Account, Dental/Vision & Dependent Care Flexible Spending Accounts
Short-Term & Long-Term Disability
Tuition Reimbursement, Personal Development & Learning Opportunities
Skills Development & Certifications
Employee Referral Program
Corporate Sponsored Events & Community Outreach
Emergency Back-Up Childcare Program"
Data Analyst – Performance & Analytics,AccruePartners,"Aurora, CO",Full-time,Entry level,Information Technology & Services Computer Software Financial Services,Information Technology,"Posted by
Conrad ""CJ"" Eiban
Senior Executive Recruiter at AccruePartners
Send InMail
International IT Solutions company headquartered in Charlotte with 41 locations across the US
Company experiencing tremendous growth organically and through acquisition
Culture that takes great pride in quality and reliability


What They Offer You
Strong culture of growth, change, and accountability
Growing organization with an emphasis on employee development and upward mobility
Continuing education opportunities to develop technical skills and expertise
Hybrid Schedule availability

WHY THIS ROLE IS IMPORTANT
Work to provide insights and automate monthly product reporting leveraging Tableau and Anaplan
Analyze the feasibility of, and develop requirements for, new systems and enhancements to existing systems; ensure that the system design fits the needs of the users
Capture and document detailed business, functional and data requirements in a manner that is traceable, testable and verifiable.
Track and fully document changes for functional and business specifications including the writing of detailed procedures for permanent records
Develop SQL queries to pull data from SQL server databases to delivery ad hoc analysis.

THE BACKGROUND THAT FITS
Bachelor’s Degree in Finance, Economics, Statistics, or other related field
Strong analytical skills and ability to provide insights into large data sets
Strong excel abilities and working experience with BI tools including Tableau, Qlikview, etc.
Ability writing SQL queries and working with SQL Databases
Excellent communication skills and ability to partner with staff and management
"
Data Analyst,Centria Healthcare,"Farmington Hills, MI",,,,,"About Centria Healthcare

Founded in 2009 and headquartered in Farmington Hills, Michigan, Centria Healthcare is a leading provider of home-based catastrophic injury and rehabilitation care, private duty nursing, and supportive living services. Centria Healthcare Autism Services is the largest provider of Applied Behavior Analysis (ABA) for children with Autism Spectrum Disorder (ASD) across the state of Michigan, with services in other states.

Position Overview

The HR Analyst is responsible for partnering with leaders and human resources partners to help drive employee engagement and retention through reporting and analytics. The HR Analyst will use industry best practices and innovations to support the engagement efforts across the organization.

Responsibilities

The ideal candidate must be able to perform the following essential job functions with or without reasonable accommodations:
Responsible for supporting the execution of the employee engagement strategy through qualitative and quantitative research and reporting
Analyzes and recognizes patterns in employee data to help leaders identify risks and opportunities
Identify trends and patterns through the analysis of survey data
Provide data-driven recommendations to enhance employee engagement across Centria
Identify issues and trends within written feedback/comments by reviewing and categorizing feedback by topic, sentiment, etc.
Constructs concise presentations and/or reporting, including tracking of employee engagement progress
Collaborate with the human resources and Engagement teams on the interpretation and analysis of the engagement survey data to improve engagement and performance
Research industry standards relative to healthcare and conduct/report on benchmarks, best practices, and trends in employee engagement for remote and internal team members
Ensure the ongoing maintenance of engagement surveying system
Work to enhance and create opportunities based upon analytics to continuously improve employee satisfaction and engagement
Build relationships and collaborate across the teams to provide high levels of internal customer service
Maintain a high level of confidentiality related to engagement reports, employee feedback, management performance and action plans
Commencement and/or commencement related activities may be required
Learn new software and assist with implementation of a new survey software system
Create and track KPIs relative to human capital
Automate current analytic processes using forms and/or macro’s to efficiently process data
Assist with ad hoc analysis requests
Other duties as assigned
Required Qualifications

, Skills, And Knowledge
Bachelor’s degree in Human Resources or related field
At least one year of experience in an analyst capacity, human resources or related field
Experience with qualitative and quantitative data analysis
Ability to extract, organize and analyze data sets
Strong research and analytical skills and the ability to visually present data in a consumable format
Expert level Excel skills and strong knowledge of Word and PowerPoint
Knowledge of and experience with Engagement software system(s)
Ability to utilize Power BI for data visualization and dashboards
Understanding of statistical modeling (e.g., Pearson correlation coefficient)
Experience with predictive analytics relative to human capital
Working Conditions

Centria’s office hours are Monday through Friday from 8:30am-6:00pm. Additional time may be required to complete above work or meet company objectives.

Physical Requirements

While performing the duties of this job, physical requirements such as bending, reaching and lifting of up to 50 pounds may be required. This role will require sitting a majority of the day as well as walking as standing when needed. This role will require close visual activity on multiple computer screens or monitors and the ability to analyze data and figures on a screen.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, Veteran status, or disability status. This job description is not intended to be an exhaustive list of qualifications, skills, efforts, duties, responsibilities, or working conditions associated with the position. Centria reserves the right to amend this job description at any time, with or without written notice."
DATA ANALYST,VBeyond Corporation,"Atlanta, GA",Full-time,Entry level,Computer Software,Information Technology,"job title : DATA ANALYST WITH AWS (Sql or Python) location : Atalnta, GA duration : contract Data analyst security the data analyst security will use their analytic and technical skills to drive insights from software product vulnerability data and work within core client processes by designing developing and improving core data quali ty through software security code scanning tools and security vulnerability data sets they will work with internal business and technology groups to design complex ad hoc and analyses using software security data assets this is an exciting opportunity to use in depth data analysis to empower shifting security left and creating better software security awareness responsibilities drive analysis efforts independently as a self starter given a direction design sql data queries to produce integrated data sets including using selects joins updates load query update integrate disparate data sets to produce consolidated data outputs create management level summary presentations that include data and graphs based on data que ries reports develop and maintain documentation on querying reporting processes skills requirements bachelor s degree or equivalent experience 3 years of sql experience designing and building data queries based on vague business needs experience with sql server 2014 and up including sql server management studio ssms intermediate experience with excel including pivot tables graphs intermediate experience with powerpoint google slides or other presentation software experience with google data studio for building interactive dashboards experience with python scripting and analysis libraries such as pandas experience working in sdlc and agile processes as developer tester analyst excellent writing verbal communication and interpersonal skills experience with software security code scanning and or vulnerability management a plus experience with google workspace gsuite is a plus experience with google cloud platform gcp is a plus data.
"
Data Analyst,Apeiro Technologies,"El Paso, TX",Full-time,Entry level,Information Technology & Services Computer Software Computer & Network Security,Information Technology,"Title ndash Data Analyst with Looker Location- El Paso, TX Full-time Job

Hands on full time work experience performing analytical work Experience analyzing data and creating reports using SQL and or languages similar to SQL Experience using Python for data analysis and or automation purposes Experience working with data visualization tools to deliver results Mainly with Looker or other tools e g Data Studio Tableau Sisense Qlikview etc Exceptional problem solving analytical and critical thinking skills Capable of translating quantitative results into recommendations highly collaborative able to build long term relationships with cross functional teams Good communications If interested please send me the below details

Full Legal Name

Cell Phone Number

Email

Visa

Skype Id

Current Location

Payrate Relocation (YN)

Availability for Interview

Availability to Join

Last 4-digit SSN

Any Vacation Plan (YN)

LinkedIn
"
"Analyst II, Data Science",Liberty Mutual Insurance,"Seattle, WA",,,,,"Collaborate with business partners to develop predictive analytic solutions that enable data-driven strategic decision-making
Utilize data science techniques to manipulate large structured and unstructured data sets, identify patterns in raw data, and develop models to predict the likelihood of a future outcome and/or to optimize business solutions
Apply knowledge of sophisticated analytics techniques to manipulate large structured and unstructured data sets in order to generate insights to inform business decisions
Identify and tests hypotheses, ensuring statistical significance, as part of building and developing predictive models for business application; translate quantitative analyses and findings into accessible visuals for non-technical audiences, providing a clear view into interpreting the data
Enable the business to make clear trade-offs between and among choices, with a reasonable view into likely outcomes
Customize analytic solutions to specific client needs; responsible for smaller components of projects of moderate-to-high complexity
Regularly engage with the data science community and participate in crossfunctional working groups.
Travel required up to 10%. Telecommuting permitted up to 40%.

Position Also Requires Demonstrable Experience With Each Of The Following

The position requires a Master’s degree, or foreign equivalent, in Statistical Practice, Statistics, Mathematics or a related field plus two (2) years of experience in the job offered or a related field.
Predictive analytics techniques and statistical diagnostics of models including but not limited to GLM, Support Vector Machines, Random Forest, and Gradient Boosting Machines
Applying foundational knowledge of predictive toolset
Serving as an expert resource for tool development
Proficient with statistical programming languages (Python and R)
Designing and managing market experiments and pilots to test hypotheses
Retrieving, mining and analyzing high-volume, high-dimensionality data from various data sources including SAS, and Microsoft SQL Server.
Travel required up to 10%. Telecommuting permitted up to 40%.
To apply, please visit https://jobs.libertymutualgroup.com/, select “Search Jobs,” enter job requisition #2021-37861 in the “Job ID or Keywords” field, and submit resume. Alternatively, you may apply by submitting a resume via e-mail to RecruitLM@LibertyMutual.com. Reference requisition number in subject of e-mail.

At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That’s why we provide an environment focused on openness, inclusion, trust and respect. Here, you’ll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.

Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG’s Insider Pro and Computerworld’s 2020 list. For many years running, we have been named by Forbes as one of America’s Best Employers for Women and one of America’s Best Employers for New Graduates—as well as one of America’s Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion

We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits

Liberty Mutual is an equal opportunity employer. We will not tolerate discrimination on the basis of race, color, national origin, sex, sexual orientation, gender identity, religion, age, disability, veteran’s status, pregnancy, genetic information or on any basis prohibited by federal, state or local law."
"Data Analyst, Finance",Fundbox,,Full-time,Mid-Senior level,Financial Services,Analyst Finance,"Job Description
We build financial technology to help more business owners succeed. Our goal is to revolutionize the business economy by evolving how funding flows. We’re looking for a talented Data Analyst to join our exceptional team, help us continue our rapid growth, and create a better way forward for our customers. In this position on our finance team, you will have an opportunity to help develop and scale the finance function. 
This individual will build and own a vast array of financial reporting and data analysis in order to help support various finance and accounting functions, including helping to drive strategy, execution and management of capital markets transactions as Fundbox continues to grow and scale.

In this role, you will
Design, build, automate & own robust and scalable reporting for both internal and external partners
Manage reporting and accuracy of key financial data metrics used for operational decision-making, financial and capital markets reporting and analysis
Identify growth opportunities and work with business partners to execute 
Partner with team leads to define key metrics and build and/or automate reporting to monitor and analyze performance amongst other key metrics

You should have
5+ years in data analytics, data science, consulting, banking, or other relevant experience
Senior to expert level Proficiency in SQL, R and Python experience a plus
Exposure to asset-backed finance/capital markets analysis and reporting a plus
Experience with Tableau or other data visualization tools 
Advanced skills in Excel well as PowerPoint, including the ability to build dynamic financial models and presentations
Ability to forge strong relationships and partnerships with other departments at all levels of the organization
Strong analytical, problem solving and critical thinking skills

About Fundbox
Our goal is to power the small business economy. Our story began when our co-founder’s mother encountered cash flow problems when she tried to grow her small business. The challenges she faced inspired her son to solve the most important problems for business owners and help them access capital and financial tools. Today, we combine cutting-edge machine learning and data science technologies with outstanding design and top-notch user support that earns rave reviews from our thousands of happy customers. Fundbox has raised over $300 million in capital from leading Silicon Valley investors such as Khosla Ventures, General Catalyst Partners, Spark Capital, Allianz, and MUFG. Fundbox has offices in downtown San Francisco, Dallas and Tel Aviv, Israel.

San Francisco Office
Our San Francisco headquarters are located in the heart of downtown, just a few minutes walk from public transportation, great restaurants, and everything the city offers. Our space is open and modern, with plenty of natural light, a fully-stocked kitchen, free drinks and snacks, and gourmet lunches delivered daily. We offer a choice of comprehensive health, dental, and vision plans, 401k, Fundbox Fit fitness reimbursement plan, and commuter benefits. We take our jobs seriously, but we also know how to have fun, with sponsored social activities and plenty of opportunities to celebrate our achievements.

Diversity and Inclusion at Fundbox
We’re proud to be an equal opportunity workplace as we know that diverse teams produce the best work. We’re committed to building a culture of innovation and inclusion across gender, race, age, sexual orientation, religion, disability, and identity. Here at Fundbox, we strive to uphold a system of values we call MOSAIC: Mission, Ownership, Speed, Achva (a Hebrew term meaning to help one another), Innovation, and Clarity. Embracing our diverse backgrounds and abilities allows us to harness our creativity and achieve more, together."
Senior Data Analyst,GalaxE.Solutions,"New York, United States",,,,,"Senior Data Analyst
Work collaboratively with business and IT to conduct a range of analysis to facilitate better understanding of the data. This could include –
Data discovery and profiling, assessing data quality, tracing lineage, investigating any questions and issues relating to the data including impact of business process and system on data / data flows and analyzing data to answer business questions
Creating data mappings for technical teams
Reverse engineering data mappings from code and other implementations
Research and investigate data issues. Develop a deep understanding of the relationship between business process, systems and the underlying data
Document and share learnings about data with all stakeholders. Participate and support data governance activities.
Help end users find and access and effectively leverage data needed for analysis and reporting
Research, propose, and be an advocate for process and system change that can improve the impact of the data over time.
Present findings to stakeholders in a way that is intuitive and clear. This may be in a memo, through a dashboard or presentation.
Mentor and coach other data analysts
Required:
5+ years’ experience working with data (data engineering, Data scientist, BI analyst, BI developer etc.)
Experience analyzing and working with large datasets.
Proficiency with SQL – 5 years of experience in a professional setting.
Knowledge of data programing languages such as C/Python/R/Java and/or ETL tools like Informatica a must. Must be able to both read & understand code as well as feel comfortable using code as a tool for data analysis
Experience using tools like Alteryx, Tableau Prep and Excel for data preparation / lightweight integration & transformation
Demonstrated Critical thinking ability including the ability to define a problem, frame it for a broad audience and collaborate with others to formulate solutions
Demonstrated ability to leverage visualization tools like Tableau to develop dashboards that are impactful and have a meaningful narrative.
Excellent communication skills.
Ability to work independently and as part of a team with proven ability to influence with impact across functions and disciplines.
Ability to manage multiple projects/deadlines, identifying the necessary steps and moving forward through completion
Must be detail oriented
Skilled in Excel (more advanced analytical tools preferred).
Preferred Qualifications: 
Experience with statistical analysis software
Demonstrated experience working in an Agile environment with Development and QA staff
Experience with Cloud Data Warehouses
Proficiency with graph and NoSQL databases required; expertise in SQL
Knowledge of provider-sponsored health insurance systems/processes and the Healthcare industry
Education
Bachelor’s Degree- Degree in Statistics or Mathematics preferred"
Data Analyst,GDH,,,,,,"Data Analyst

Data Analyst

Our client is in need of a Data Analyst in support of data requirements for a major software upgrade project.

-Strong SQL and requirements documentation experience are required.
-Your background as a Technical Business Analyst with strong SQL experience or as a Developer or Data Analyst would be a plus.
-Enterprise level experience gathering and documenting processes, data flows and data relationships required.


Interested candidates please send resume in Word format to erichards@gdhinc.com Please reference job code 76790 when responding to this ad.




Desired Skills and Experience

Documentation, SQL, Data Analysis

GDH Consulting, Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, genetic information, veteran's status or any other category protected by law. In addition to federal law requirements, GDH Consulting, Inc. complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities and/or employees. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, benefits and training."
Data Analyst,Matlen Silver,,,,,,"NO C2C!! W2 ONLY!

Position Description

The Data Management Analyst is an integral role in documenting lineage, dataflows, and metadata of the company's enterprise information, processes, and assets. The candidate will work with stakeholders and subject matter experts, to develop, optimize and oversee conceptual and logical data systems, data stores, and.
Job Responsibilities
• Analyze and document dataflows and data management steps across all end-to-end systems and data sources.
• Promote and implement master data management standards.
• Support and implement data modeling standards, data naming standards, and data integration strategy.
• Design data flow diagrams and entity relationship diagrams, to promote authoritative data stores.
• Develop data models that simplify, consolidate and standardize data structures.
• Work with project teams to develop and document information requirements and business rules in the form of conceptual and logical data models, data lineage maps, data flow diagrams, and formulate the data architecture to meet business information requirements and support the business rules.
• Guide data designs to increase sharing and re-use, minimize and manage redundant data.
• Enable a customer relationship rather than product approach to the business.
• Maintains a balanced approach between technology and strategic focused solutions and approaches.
• Excellent written and verbal communication skills; ability to lead and direct multiple projects simultaneously; proven leadership ability.
• Use interpersonal, office, and people skills to maintain smooth internal operations within data governance office.
• Work in conjunction with the Data Governance team to maintain the relationships with business partners (e.g. business lines, vendors, auditors) by communicating updates and deliverables.
• Participate in the planning and implementation of new projects, products, programs, and plans to achieve short and long-term business objectives; coordinate of the design and execution of various projects for the promotion and maintenance of the business.

Qualifications
• Bachelor's degree (or equivalent work experience)
• 3+ years experience as an Information Architect or Data Architect
• Financial industry experience preferred
• Hands-on experience and technical skills in designing and implementing enterprise level solutions.
• Experience working with agile development teams, methodologies and toolsets.
• Strong written and verbal communication, presentation, and technical writing skills with ability to effectively communicate solution recommendations and influence key stakeholders.
• Be a self-motivated individual with strong analytical and research skills
• Ability to handle multiple high priority demands and have the ability to be detail oriented, yet still be able to have clarity on the overall picture.
• Working knowledge of BI tools (Power BI is a plus)
• Working knowledge of Agile methodologies (e.g. Scrum, Kanban, Lean, XP) is a plus"
